title,image,published,description,category,author,image_relation,fake_news_label
Entrepreneurship fear of failure on the rise,https://scx2.b-cdn.net/gfx/news/hires/2025/entrepreneurship-fear.jpg,2025-02-18 15:05:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Global Ent...",science,University Of Glasgow,Unknown,Unknown
"AI model automatically segments MRI images, reducing radiologist workload",https://scx2.b-cdn.net/gfx/news/hires/2025/researchers-develop-ai-1.jpg,2025-02-18 15:00:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Example MRI scans ...","medical, science",Radiological Society Of North America,Yes,Real
Racial disparities seen in care after abnormal mammograms,https://scx2.b-cdn.net/gfx/news/hires/2023/mammogram.jpg,2025-02-18 15:00:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",University Of Washington School Of Medicine,Yes,Real
"Abortion bans in the US linked to increased births and infant mortality, studies find",https://scx2.b-cdn.net/gfx/news/hires/2025/black-baby-2.jpg,2025-02-18 14:50:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Justin Jackson,Yes,Real
Can public trust in science survive a second battering?,https://cdn.arstechnica.net/wp-content/uploads/2025/02/science-protest-1024x648.jpg,2025-02-18 14:35:53+00:00,"Public trust in science has shown a certain resiliency, but it is being tested like never before.",technology,Undark Magazine,Unknown,Unknown
AI in journalism: Report reveals audience distrust and ethical concerns,https://scx2.b-cdn.net/gfx/news/hires/2025/ai-and-journalism.jpg,2025-02-18 14:32:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Aeden Ratcliffe,Unknown,Unknown
"Medtronic Q3 Earnings: Cardiovascular And Neuroscience Drive Growth, Surgical Revenue Dips, Reaffirms Annual Forecast",https://cdn.benzinga.com/files/images/story/2025/02/18/Chicago--Illinois--Usa--Aug-31--2023--Me.jpeg?width=1200&height=800&fit=crop,2025-02-18 14:30:15+00:00,"Medtronic reported Q3 revenue of $8.29 billion, missing estimates, while EPS of $1.39 topped forecasts. The company reaffirmed its FY25 organic growth guidance.",finance,Vandana Singh,Yes,Real
"Leisure-time physical activity is key for type 2 diabetes risk reduction, research shows",https://scx2.b-cdn.net/gfx/news/hires/2018/2-physicalacti.jpg,2025-02-18 14:14:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...","medical, science",medicalxpress,Unknown,Unknown
HIV protein switch may help virus squeeze into host cell nucleus,https://scx2.b-cdn.net/gfx/news/hires/2022/hiv-2.jpg,2025-02-18 14:02:14+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Pittsburgh Supercomputing Center,Yes,Real
Science Crossword: Creative Bursts,https://static.scientificamerican.com/dam/m/1d759b538f62dbef/original/Games-AllGamesIcon.jpg?m=1720649253.362,2025-02-18 14:00:00+00:00,Play this crossword inspired by the March 2025 issue of Scientific American.,science,scientificamerican,Yes,Real
"Science History from 50, 100 and 150 Years Ago",https://static.scientificamerican.com/dam/m/79c80667491e31a5/original/sa0325Hist01.jpg?m=1739544125.484&w=1200,2025-02-18 14:00:00+00:00,Color blindness; the end of fire,science,Mark Fischetti,Yes,Real
"Poem: ‘(origins, positrons)’",https://static.scientificamerican.com/dam/m/3ecbb449e213513e/original/sa0325MetrCrop.jpg?m=1738865105.001&w=1200,2025-02-18 14:00:00+00:00,Science in meter and verse,science,"Julia Nelsen, Fabiano Alborghetti",Unknown,Unknown
Immigration Fuels Innovation in Science to Make the U.S. More Competitive,https://static.scientificamerican.com/dam/m/452a90bb443908f4/original/sa0325Agnd01.jpg?m=1738858905.569&w=1200,2025-02-18 14:00:00+00:00,The U.S. will need more than one million STEM workers in the next 10 years to stay competitive. Immigrants are critical to that future,science,The Editors,Yes,Real
Taking a break from smartphones: Study confirms its benefits,https://scx2.b-cdn.net/gfx/news/hires/2025/benefits-of-taking-a-b.jpg,2025-02-18 13:57:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Attention, mental ...","medical, science",Pnas Nexus,Yes,Real
Using CRISPR to remove extra chromosomes in Down syndrome,https://scx2.b-cdn.net/gfx/news/hires/2025/using-crispr-to-remove.jpg,2025-02-18 13:55:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A graphical abstra...","medical, science",Pnas Nexus,Yes,Real
Neuro-inspired AI framework uses reverse-order learning to enhance code generation,https://scx2.b-cdn.net/gfx/news/hires/2025/a-neurobiology-inspire.jpg,2025-02-18 13:50:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Overview of Cogito...",science,Ingrid Fadelli,Yes,Real
Duchenne gene therapy from Solid Biosciences produces promising results in early study,https://www.statnews.com/wp-content/uploads/2021/12/GettyImages-1076619156-1024x576.jpg,2025-02-18 13:35:01+00:00,"Solid said that the first patients to receive its Duchenne gene therapy all produced high levels of the target protein, an early sign of promise",medical,Jason Mast,Yes,Real
"With just 5 years to go, the world is failing on a vital deal to halt biodiversity loss, research suggests",https://scx2.b-cdn.net/gfx/news/hires/2025/with-just-5-years-to-g.jpg,2025-02-18 13:10:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Countries that sub...",science,Justine Bell-James,Yes,Real
Study sheds light on how people's DNA affects their response to smoking cessation drug,https://scx2.b-cdn.net/gfx/news/hires/2019/3-dna.jpg,2025-02-18 13:01:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

DNA, which has a d...","medical, science",University Of Leicester,Unknown,Unknown
"Australian houses are getting larger: For a more sustainable future, houses can't be the space for everything",https://scx2.b-cdn.net/gfx/news/hires/2024/australian-houses.jpg,2025-02-18 12:54:24+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",science,Bhavna Middha,Unknown,Unknown
"Kentucky Retirement Systems Insurance Trust Fund Has $5.02 Million Stock Position in Gilead Sciences, Inc. (NASDAQ:GILD)",https://www.marketbeat.com/logos/Gilead_Sciences_Pty_Ltd-1200x675.jpg,2025-02-18 12:11:50+00:00,"Kentucky Retirement Systems Insurance Trust Fund grew its stake in shares of Gilead Sciences, Inc. (NASDAQ:GILD - Free Report) by 47.3% in the 4th quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 54,300 shares of the biopharmaceutic",finance,MarketBeat,Unknown,Unknown
The Technocracy Movement and Howard Scott,https://cdn.mises.org/styles/social_media/s3/images/2025-02/AdobeStock_Technocracy.jpeg?itok=cjLZ6q4l' + og_image: 'https://cdn.mises.org/styles/social_media/s3/images/2025-02/AdobeStock_Technocracy.jpeg?itok=cjLZ6q4l,2025-02-18 11:02:18+00:00,"The Technocracy Movement was an offshoot of progressivism, and adherents believed that science and technology were the keys to creating a new Utopia. Not",economy,Lukas Organ,Unknown,Unknown
It’s the end of the world as I know it. And I feel fine.,https://sciencebasedmedicine.org/wp-content/uploads/2025/02/BeforeAfter.png,2025-02-18 11:00:00+00:00,"Pondering the future of a few infections. As to the image, consider it a metaphor of before and after where Jesus is a stand in for science or public health or whatever you want him to be. Except a p",science,Mark Crislip,Yes,Fake
Censored Science Can't Save Lives,https://static01.nyt.com/images/2025/02/10/opinion/10alladina-hardin-rabin-img/10alladina-hardin-rabin-img-facebookJumbo.jpg,2025-02-18 10:00:53+00:00,Censoring research on how to deliver treatments to those most in need isn’t just nonsensical — it puts lives at risk and undermines America’s leadership in medical innovation. Progress cannot occur if...,general,Jehan Alladina,Unknown,Unknown
Gold nanodots can help boost cancer cell response to ultrasound treatment,https://scx2.b-cdn.net/gfx/news/hires/2025/tweaking-cancer-cell-r.jpg,2025-02-18 08:20:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

ECM spacing of 50–...",science,Ranjini Raghunath,Yes,Real
Expanded understanding of how antibodies fight canine parvovirus may yield better vaccines,https://scx2.b-cdn.net/gfx/news/hires/2025/canine-parvovirus-find.jpg,2025-02-18 07:18:23+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

CryoEM structures ...",science,Caitlin Hayes,Unknown,Unknown
"Restoring African grassland habitats makes life more peaceful for humans and wildlife, scientists find",https://scx2.b-cdn.net/gfx/news/hires/2023/giraffes.jpg,2025-02-18 05:00:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,phys,Yes,Real
Steven Weinberg: A Scientific Life,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-18 05:00:00+00:00,"Steven Weinberg was a giant of late 20th Century physics on whose shoulders we stand while groping for the science of the 21st Century. This article provides a too-brief summary of a selection of his many achievements -- eight decades of superlative research, eight classic textbooks, eight best-sell...","academic, ASTRO","Quevedo, F.",No,Real
Scientific literature cited in patents: A Technology Transfer indicator in Portuguese universities,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-18 05:00:00+00:00,"The study aims to identify the process of transfer from science to technology that occurs in the main Portuguese public universities. The methodology was based on the analysis of the scientific literature cited in patents. Data was obtained from the Lens patent database. 10,514 scientific articles c...","academic, CS","Galvez, Carmen",No,Real
Deep neural networks from the perspective of ergodic theory,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-18 05:00:00+00:00,"The design of deep neural networks remains somewhat of an art rather than precise science. By tentatively adopting ergodic theory considerations on top of viewing the network as the time evolution of a dynamical system, with each layer corresponding to a temporal instance, we show that some rules of...","academic, CS","Zhang, Fan",Unknown,Unknown
Identifying Gender Stereotypes and Biases in Automated Translation from English to Italian using Similarity Networks,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-18 05:00:00+00:00,"This paper is a collaborative effort between Linguistics, Law, and Computer Science to evaluate stereotypes and biases in automated translation systems. We advocate gender-neutral translation as a means to promote gender inclusion and improve the objectivity of machine translation. Our approach focu...","academic, CS","Maghool, Samira",Unknown,Unknown
An Iowa college gets a $10 million gift from the estate trust of a famous alum,https://media.zenfs.com/en/the-des-moines-register/90a4aa70609ef1ef96c2e0278bb1b061,2025-02-17 22:02:16+00:00,"Among other things, a $10 million gift from a tech icon alumni will allow an Iowa school to establish an endowed computer science chair",general,Des Moines Register,Unknown,Unknown
"Drug inspectors, AI experts, maternal health workers: Trump’s health agency cuts are far-reaching",https://www.statnews.com/wp-content/uploads/2025/02/GettyImages-2199640747-1024x576.jpg,2025-02-17 20:52:04+00:00,"In interview after interview with STAT, those who were fired from federal health and science agencies, along with officials who remain, argued the cuts would be deeply felt.",medical,Helen Branswell,Yes,Real
"At premier science gathering, ‘anger, uncertainty, and anxiety’ about the future of research under Trump",https://www.statnews.com/wp-content/uploads/2025/02/s3___bgmp-arc_arc-feeds_generic-photos_to-arc_tlumackiscience-1024x576.jpg,2025-02-17 20:41:31+00:00,"At the AAAS annual meeting, ""anger, uncertainty, and anxiety"" about the future of science under Trump.",biology,Anil Oza,Yes,Real
Leafbot: A soft robot that conquers challenging terrains,https://scx2.b-cdn.net/gfx/news/2025/leafbot-a-soft-robot-c.jpg,2025-02-17 20:19:24+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Leafbot’s adaptabi...",science,Japan Advanced Institute Of Science,Yes,Real
"Boosting R&D Could Lift Australia’s GDP by 3%, Report Finds",https://assets.techrepublic.com/uploads/2025/02/AdobeStock_414260632.jpg,2025-02-17 18:23:42+00:00,The Australian Academy of Technological Sciences and Engineering has released a series of recommendations that will turn the country into “one of the world's leading technology and innovation economies.”,technology,Fiona Jackson,Unknown,Unknown
Heat pumps have a coziness problem,https://scx2.b-cdn.net/gfx/news/hires/2022/radiator-1.jpg,2025-02-17 17:28:43+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",science,Aimee Ambrose,Yes,Real
Generative AI is already being used in journalism—here's how people feel about it,https://scx2.b-cdn.net/gfx/news/2025/generative-ai-is-alrea.jpg,2025-02-17 17:15:37+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Computer software ...",science,T.J. Thomson,Yes,Real
"Cutting funding for science can impact economy, U.S. technological competitiveness - UPI.com",https://cdnph.upi.com/ph/st/th/3631739807650/2025/i/17398088666606/v2.1/Cutting-funding-for-science-can-impact-economy-US-technological-competitiveness.jpg?lg=4,2025-02-17 16:16:34+00:00,"America has already lost its global competitive edge in science, and funding cuts proposed in early 2025 may further a precipitous decline....",general,upi,Yes,Real
Researchers create a new material from tree nuts with broad medical applications,https://scx2.b-cdn.net/gfx/news/hires/2025/this-research-is-absol-1.jpg,2025-02-17 16:00:07+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Malva nuts, known ...",science,University Of Chicago,Yes,Real
Scaling sustainable carbon fiber production: A breakthrough in lignin-based technology,https://scx2.b-cdn.net/gfx/news/hires/2025/scaling-sustainable-ca.jpg,2025-02-17 15:05:10+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Lignin case study ...",science,Jessica Marsh,Yes,Real
SHAREHOLDER ALERT: Kaskela Law LLC Announces Shareholder Investigation of Integra LifeSciences Holdings Corp. (NASDAQ: IART) and Encourages Long-Term Integra Investors to Contact the Firm,https://www.benzinga.com/next-assets/images/schema-image-default.png,2025-02-17 13:30:00+00:00,"PHILADELPHIA, Feb. 17, 2025 (GLOBE NEWSWIRE) -- Kaskela Law LLC announces that it has commenced an investigation into Integra LifeSciences Holdings Corp. IART (""Integra"") on behalf of the company's lo...",finance,Globe Newswire,Unknown,Unknown
Protecting the gut health while on antibiotics,https://scx2.b-cdn.net/gfx/news/hires/2014/yogurt.jpg,2025-02-17 13:20:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Wikipedia ...","lifestyle, health",Morayo Ogunbayo,Yes,Real
Woman hospitalized in Wyoming with H5N1 bird flu,https://scx2.b-cdn.net/gfx/news/hires/2024/poultry-farm.jpg,2025-02-17 13:10:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","lifestyle, health",Susanne Rust,Yes,Real
Daily briefing: Scientists use AI to design life-like enzymes from scratch,https://media.nature.com/lw1200/magazine-assets/d41586-025-00513-5/d41586-025-00513-5_50648606.png,2025-02-17 13:08:57+00:00,"What Robert F. Kennedy Jr might do with his newfound influence over US science. Plus, life-like enzymes designed from scratch can accelerate a four-step reaction.

Hello Nature readers, would you like...",academia,Graham,Yes,Real
Future of offshore wind on West Coast is murky under Trump,https://scx2.b-cdn.net/gfx/news/hires/2022/offshore-wind-farm.jpg,2025-02-17 13:01:52+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",science,Conrad Swanson,Unknown,Unknown
Help for a sinus infection,https://scx2.b-cdn.net/gfx/news/hires/2023/runny-nose.jpg,2025-02-17 13:01:39+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","lifestyle, health",Mayo Clinic News Network,Yes,Real
Seroprevalence of HPAI A(H5) identified in bovine veterinary practitioners,https://scx2.b-cdn.net/gfx/news/hires/2017/cow.jpg,2025-02-17 13:00:58+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...","lifestyle, health",Elana Gotkine,Unknown,Unknown
Flu and stomach bugs are spreading fast: Are you prepared?,https://scx2.b-cdn.net/gfx/news/2025/flu-and-stomach-bugs-a.jpg,2025-02-17 13:00:39+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Flu season is in f...","lifestyle, health",India Edwards,Unknown,Unknown
"AlphaCentric Advisors LLC Sells 18,816 Shares of Neurocrine Biosciences, Inc. (NASDAQ:NBIX)",https://www.marketbeat.com/logos/neurocrine-biosciences-inc-logo-1200x675.jpg?v=20221107161427,2025-02-17 11:26:12+00:00,"AlphaCentric Advisors LLC cut its holdings in Neurocrine Biosciences, Inc. (NASDAQ:NBIX - Free Report) by 83.6% during the fourth quarter, according to the company in its most recent Form 13F filing with the SEC. The fund owned 3,684 shares of the company's stock after selling 18,816 shares during",finance,MarketBeat,Unknown,Unknown
"AlphaCentric Advisors LLC Sells 18,210 Shares of Exact Sciences Co. (NASDAQ:EXAS)",https://www.marketbeat.com/logos/exact-sciences-co-logo-1200x675.jpg?v=20221110132729,2025-02-17 11:26:07+00:00,"AlphaCentric Advisors LLC lessened its holdings in Exact Sciences Co. (NASDAQ:EXAS - Free Report) by 60.7% during the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 11,790 shares of the medical research company's stock after sellin",finance,MarketBeat,Unknown,Unknown
"AlphaCentric Advisors LLC Invests $691,000 in Edwards Lifesciences Co. (NYSE:EW)",https://www.marketbeat.com/logos/edwards-lifesciences-co-logo-1200x675.jpg?v=20221021144646,2025-02-17 11:26:07+00:00,"AlphaCentric Advisors LLC bought a new stake in shares of Edwards Lifesciences Co. (NYSE:EW - Free Report) in the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institutional investor bought 9,333 shares of the med",finance,MarketBeat,Unknown,Unknown
"AlphaCentric Advisors LLC Acquires 7,062 Shares of Gilead Sciences, Inc. (NASDAQ:GILD)",https://www.marketbeat.com/logos/Gilead_Sciences_Pty_Ltd-1200x675.jpg,2025-02-17 11:25:59+00:00,"AlphaCentric Advisors LLC increased its holdings in Gilead Sciences, Inc. (NASDAQ:GILD - Free Report) by 201.8% during the 4th quarter, according to its most recent Form 13F filing with the SEC. The fund owned 10,562 shares of the biopharmaceutical company's stock after purchasing an additional 7,0",finance,MarketBeat,Unknown,Unknown
"Gilead Sciences, Inc. (NASDAQ:GILD) Shares Sold by Philip James Wealth Mangement LLC",https://www.marketbeat.com/logos/Gilead_Sciences_Pty_Ltd-1200x675.jpg,2025-02-17 10:45:36+00:00,"Philip James Wealth Mangement LLC cut its holdings in Gilead Sciences, Inc. (NASDAQ:GILD - Free Report) by 5.3% during the 4th quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The fund owned 49,529 shares of the biopharmaceutical company's sto",finance,MarketBeat,Unknown,Unknown
"Baillie Gifford & Co. Sells 604,620 Shares of Illumina, Inc. (NASDAQ:ILMN)",https://www.marketbeat.com/logos/illumina-inc-logo-1200x675.png?v=20221026153253,2025-02-17 10:37:43+00:00,"Baillie Gifford & Co. trimmed its holdings in Illumina, Inc. (NASDAQ:ILMN - Free Report) by 16.7% in the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 3,018,193 shares of the life sciences company's stock after selling 604,620 sha",finance,MarketBeat,Unknown,Unknown
Students say they will leave Ohio if lawmakers go forward with massive higher education overhaul,https://media.zenfs.com/en/ohio_capital_journal_articles_828/1d2aec4e388db2d5d3ee76b86485e58f,2025-02-17 10:00:11+00:00,"Where 16-year-old Michelle Huang goes to college hinges largely on what happens with a massive, controversial higher education bill that the Ohio Senate recently passed. Huang, a junior at Olentangy Liberty High School in Delaware County, said she always imagined herself going to Ohio State Universi...",general,Megan Henry,Unknown,Unknown
"Academic unions plan demonstrations outside HHS building, at med schools, to protest Trump research cuts",https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/02/1024/512/protest.png?ve=1&tl=1,2025-02-17 09:00:16+00:00,The science community is organizing to protest President Trump's directive to cap facilities and administrative costs associated with grants that go to research institutions.,"politics, world",Fox News,Unknown,Unknown
So it begins: Robert F. Kennedy Jr. is confirmed as HHS Secretary and immediately starts dismantling US federal science infrastructure,https://sciencebasedmedicine.org/wp-content/uploads/2025/02/SoItBegins.jpg,2025-02-17 08:00:00+00:00,"The nightmare has come true. Robert F. Kennedy Jr. has been confirmed as HHS Secretary and didn't wait long to start dismantling federal science and health programs. The White House even formed a ""MAH",science,David Gorski,Yes,Fake
"It took 50 years of hard work to build Taiwan chip industry, says tech boss.",https://static.electronicsweekly.com/wp-content/uploads/2020/01/03113812/tsmc-300x286.jpg,2025-02-17 06:21:10+00:00,"Taiwan’s success in the chip industry did not happen for no reason - it took 50 years of hard work, says Wu Cheng-wen, head of Taiwan’s National Science",industry,David Manners,Yes,Real
"Reintroducing wolves to Scottish Highlands could help address climate emergency, study suggests",https://scx2.b-cdn.net/gfx/news/hires/2024/scottish-highlands.jpg,2025-02-17 05:10:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,University Of Leeds,Yes,Real
"Near-complete skull discovery reveals 'top apex,' leopard-sized carnivore",https://scx2.b-cdn.net/gfx/news/hires/2025/near-complete-skull-di.jpg,2025-02-17 05:00:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Artwork of how Bas...",science,Taylor,Yes,Real
The Science of Evaluating Foundation Models,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-17 05:00:00+00:00,"The emergent phenomena of large foundation models have revolutionized natural language processing. However, evaluating these models presents significant challenges due to their size, capabilities, and deployment across diverse applications. Existing literature often focuses on individual aspects, su...","academic, CS, AI","Hu, Xia",No,Real
"ROSEN, NATIONAL TRIAL LAWYERS, Encourages Integral Ad Science Holding Corp. Investors to Secure Counsel Before Important Deadline in Securities Class Action - IAS",https://ml.globenewswire.com/Resource/Download/745335af-3a3a-4fb5-84c0-fdedc9adf092,2025-02-17 00:05:43+00:00,"NEW YORK, Feb. 16, 2025 (GLOBE NEWSWIRE) -- WHY: Rosen Law Firm, a global investor rights law firm, reminds purchasers of common stock of Integral Ad...",company,The Rosen Law Firm PA,Yes,Real
Milwaukee teacher recognized as Wisconsin Ag Teacher of the Year,https://s7d2.scene7.com/is/image/TWCNews/WI_AG_TEACHER_OF_THE_YEAR_2024,2025-02-16 16:00:00+00:00,Joshua Gonzalez is a second-grade teacher at the River Trail School of Agricultural Science.,"regional, wisconsin",Phillip Boudreaux,Yes,Real
"Is AI making us stupider? Maybe, according to one of the world's biggest AI companies",https://scx2.b-cdn.net/gfx/news/hires/2023/confused-by-computer.jpg,2025-02-16 15:50:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Andrea Pia...",science,Deborah Brown,Yes,Real
Short Interest in Kodiak Sciences Inc. (NASDAQ:KOD) Rises By 19.3%,https://www.marketbeat.com/logos/kodiak-sciences-inc-logo-1200x675.png?v=20221213165920,2025-02-16 15:36:32+00:00,"Kodiak Sciences Inc. (NASDAQ:KOD - Get Free Report) saw a significant growth in short interest during the month of January. As of January 31st, there was short interest totalling 2,040,000 shares, a growth of 19.3% from the January 15th total of 1,710,000 shares. Based on an average trading volume ...",finance,MarketBeat,Unknown,Unknown
Three statistical stuff-ups that made everyday items look healthier (or riskier) than they really are,https://scx2.b-cdn.net/gfx/news/hires/2025/black-plastic-spoons.jpg,2025-02-16 15:10:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Mike Bird ...",science,Adrian Esterman,Unknown,Unknown
The scent of the mummy. Research discovers ancient Egyptian remains smell nice,https://scx2.b-cdn.net/gfx/news/hires/2025/the-scent-of-the-mummy.jpg,2025-02-16 15:00:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

In this undated ph...",science,Brian Melley,Yes,Real
"CRBU IMPORTANT DEADLINE: ROSEN, LEADING TRIAL ATTORNEYS, Encourages Caribou Biosciences, Inc. Investors to Secure Counsel Before Important February 24 Deadline in Securities Class Action - CRBU",https://ml.globenewswire.com/Resource/Download/745335af-3a3a-4fb5-84c0-fdedc9adf092,2025-02-16 14:15:00+00:00,"NEW YORK, Feb. 16, 2025 (GLOBE NEWSWIRE) -- WHY: Rosen Law Firm, a global investor rights law firm, reminds purchasers of securities of Caribou...",company,The Rosen Law Firm PA,Unknown,Unknown
"The authors of a new book explain pseudoscientific conspiracies, and why we love them",https://media.npr.org/include/images/facebook-default-wide-s1400-c100.jpg,2025-02-16 12:49:18+00:00,"NPR's Ayesha Rascoe talks with Lydia Kang and Nate Pedersen, authors of ""Pseudoscience,"" about why people want to believe in things like Bigfoot, palm reading, and spontaneous human combustion.",opinion,Melissa Gray,Unknown,Unknown
This New Algorithm for Sorting Books or Files Is Close to Perfection,"https://media.wired.com/photos/67a37fad81ee88784f01942a/191:100/w_1280,c_limit/LibrarySortingProblem-crKristinaArmitage-Lede.mp4",2025-02-16 12:00:00+00:00,The library sorting problem is used across computer science for organizing far more than just books. A new solution is less than a page-width away from the theoretical ideal.,general,Steve Nadis,Unknown,Unknown
"Trump administration layoffs set to hit NIH are ‘devastating,’ former director Monica Bertagnolli says",https://www.statnews.com/wp-content/uploads/2025/02/GettyImages-2185633206-1024x576.jpg,2025-02-16 12:00:00+00:00,"Sweeping layoffs are set to hit federal health and science agencies, including at the NIH, and former director Monica Bertagnolli called the situation at the NIH “devastating.”",health,Anil Oza,Unknown,Unknown
Why is it so hard to go to bed? Maybe science has the answer | Emma Beddington,https://i.guim.co.uk/img/media/c36cf85c2e2cd1f79fc19c2567a6f73540b29bcf/0_224_6720_4032/master/6720.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&s=ecedc98f682e41c1f502beebcb31a3b3,2025-02-16 11:00:06+00:00,"I’m an intractable bedtime procrastinator. Why do the sensible thing when I can just lie on the couch, phone in hand, however exhausted I am?",science,Emma Beddington,Yes,Real
Edwards Lifesciences Co. (NYSE:EW) Shares Sold by Savant Capital LLC,https://www.marketbeat.com/logos/edwards-lifesciences-co-logo-1200x675.jpg?v=20221021144646,2025-02-16 08:39:52+00:00,"Savant Capital LLC decreased its holdings in Edwards Lifesciences Co. (NYSE:EW - Free Report) by 29.2% in the fourth quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The institutional investor owned 10,995 shares of the medical research company's stoc",finance,MarketBeat,Unknown,Unknown
Ancient Life' tells a 300 million year story of New Mexico,"https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/ancient-life-skeleton-png-67b157434a5dd.png?crop=1.00xw:0.992xh;0,0&resize=640:*",2025-02-16 03:22:00+00:00,New exhibit at Museum of Natural History and Science 30 years in the making,"regional, albuquerque, new-mexico",koat,Unknown,Unknown
