title,image,published,description,category,author,image_relation,fake_news_label,image_location
Immigration Fuels Innovation in Science to Make the U.S. More Competitive,https://static.scientificamerican.com/dam/m/452a90bb443908f4/original/sa0325Agnd01.jpg?m=1738858905.569&w=1200,2025-02-18 14:00:00+00:00,The U.S. will need more than one million STEM workers in the next 10 years to stay competitive. Immigrants are critical to that future,science,The Editors,Yes,Real,Images\image_389.jpg
Taking a break from smartphones: Study confirms its benefits,https://scx2.b-cdn.net/gfx/news/hires/2025/benefits-of-taking-a-b.jpg,2025-02-18 13:57:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Attention, mental ...","medical, science",Pnas Nexus,Yes,Real,Images\image_390.jpg
Using CRISPR to remove extra chromosomes in Down syndrome,https://scx2.b-cdn.net/gfx/news/hires/2025/using-crispr-to-remove.jpg,2025-02-18 13:55:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A graphical abstra...","medical, science",Pnas Nexus,Yes,Real,Images\image_391.jpg
Neuro-inspired AI framework uses reverse-order learning to enhance code generation,https://scx2.b-cdn.net/gfx/news/hires/2025/a-neurobiology-inspire.jpg,2025-02-18 13:50:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Overview of Cogito...",science,Ingrid Fadelli,Yes,Real,Images\image_392.jpg
Duchenne gene therapy from Solid Biosciences produces promising results in early study,https://www.statnews.com/wp-content/uploads/2021/12/GettyImages-1076619156-1024x576.jpg,2025-02-18 13:35:01+00:00,"Solid said that the first patients to receive its Duchenne gene therapy all produced high levels of the target protein, an early sign of promise",medical,Jason Mast,Yes,Real,Images\image_393.jpg
"With just 5 years to go, the world is failing on a vital deal to halt biodiversity loss, research suggests",https://scx2.b-cdn.net/gfx/news/hires/2025/with-just-5-years-to-g.jpg,2025-02-18 13:10:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Countries that sub...",science,Justine Bell-James,Yes,Real,Images\image_394.jpg
It’s the end of the world as I know it. And I feel fine.,https://sciencebasedmedicine.org/wp-content/uploads/2025/02/BeforeAfter.png,2025-02-18 11:00:00+00:00,"Pondering the future of a few infections. As to the image, consider it a metaphor of before and after where Jesus is a stand in for science or public health or whatever you want him to be. Except a p",science,Mark Crislip,Yes,Fake,Images\image_399.png
Gold nanodots can help boost cancer cell response to ultrasound treatment,https://scx2.b-cdn.net/gfx/news/hires/2025/tweaking-cancer-cell-r.jpg,2025-02-18 08:20:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

ECM spacing of 50–...",science,Ranjini Raghunath,Yes,Real,Images\image_401.jpg
"Restoring African grassland habitats makes life more peaceful for humans and wildlife, scientists find",https://scx2.b-cdn.net/gfx/news/hires/2023/giraffes.jpg,2025-02-18 05:00:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,phys,Yes,Real,Images\image_403.jpg
Steven Weinberg: A Scientific Life,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-18 05:00:00+00:00,"Steven Weinberg was a giant of late 20th Century physics on whose shoulders we stand while groping for the science of the 21st Century. This article provides a too-brief summary of a selection of his many achievements -- eight decades of superlative research, eight classic textbooks, eight best-sell...","academic, ASTRO","Quevedo, F.",No,Real,Images\image_404.png
Scientific literature cited in patents: A Technology Transfer indicator in Portuguese universities,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-18 05:00:00+00:00,"The study aims to identify the process of transfer from science to technology that occurs in the main Portuguese public universities. The methodology was based on the analysis of the scientific literature cited in patents. Data was obtained from the Lens patent database. 10,514 scientific articles c...","academic, CS","Galvez, Carmen",No,Real,Images\image_405.png
"Drug inspectors, AI experts, maternal health workers: Trump’s health agency cuts are far-reaching",https://www.statnews.com/wp-content/uploads/2025/02/GettyImages-2199640747-1024x576.jpg,2025-02-17 20:52:04+00:00,"In interview after interview with STAT, those who were fired from federal health and science agencies, along with officials who remain, argued the cuts would be deeply felt.",medical,Helen Branswell,Yes,Real,Images\image_409.jpg
"At premier science gathering, ‘anger, uncertainty, and anxiety’ about the future of research under Trump",https://www.statnews.com/wp-content/uploads/2025/02/s3___bgmp-arc_arc-feeds_generic-photos_to-arc_tlumackiscience-1024x576.jpg,2025-02-17 20:41:31+00:00,"At the AAAS annual meeting, ""anger, uncertainty, and anxiety"" about the future of science under Trump.",biology,Anil Oza,Yes,Real,Images\image_410.jpg
Leafbot: A soft robot that conquers challenging terrains,https://scx2.b-cdn.net/gfx/news/2025/leafbot-a-soft-robot-c.jpg,2025-02-17 20:19:24+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Leafbot’s adaptabi...",science,Japan Advanced Institute Of Science,Yes,Real,Images\image_411.jpg
Heat pumps have a coziness problem,https://scx2.b-cdn.net/gfx/news/hires/2022/radiator-1.jpg,2025-02-17 17:28:43+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",science,Aimee Ambrose,Yes,Real,Images\image_413.jpg
Generative AI is already being used in journalism—here's how people feel about it,https://scx2.b-cdn.net/gfx/news/2025/generative-ai-is-alrea.jpg,2025-02-17 17:15:37+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Computer software ...",science,T.J. Thomson,Yes,Real,Images\image_414.jpg
"Cutting funding for science can impact economy, U.S. technological competitiveness - UPI.com",https://cdnph.upi.com/ph/st/th/3631739807650/2025/i/17398088666606/v2.1/Cutting-funding-for-science-can-impact-economy-US-technological-competitiveness.jpg?lg=4,2025-02-17 16:16:34+00:00,"America has already lost its global competitive edge in science, and funding cuts proposed in early 2025 may further a precipitous decline....",general,upi,Yes,Real,Images\image_415.jpg
Researchers create a new material from tree nuts with broad medical applications,https://scx2.b-cdn.net/gfx/news/hires/2025/this-research-is-absol-1.jpg,2025-02-17 16:00:07+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Malva nuts, known ...",science,University Of Chicago,Yes,Real,Images\image_416.jpg
Scaling sustainable carbon fiber production: A breakthrough in lignin-based technology,https://scx2.b-cdn.net/gfx/news/hires/2025/scaling-sustainable-ca.jpg,2025-02-17 15:05:10+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Lignin case study ...",science,Jessica Marsh,Yes,Real,Images\image_417.jpg
Protecting the gut health while on antibiotics,https://scx2.b-cdn.net/gfx/news/hires/2014/yogurt.jpg,2025-02-17 13:20:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Wikipedia ...","lifestyle, health",Morayo Ogunbayo,Yes,Real,Images\image_419.jpg
Woman hospitalized in Wyoming with H5N1 bird flu,https://scx2.b-cdn.net/gfx/news/hires/2024/poultry-farm.jpg,2025-02-17 13:10:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","lifestyle, health",Susanne Rust,Yes,Real,Images\image_420.jpg
Daily briefing: Scientists use AI to design life-like enzymes from scratch,https://media.nature.com/lw1200/magazine-assets/d41586-025-00513-5/d41586-025-00513-5_50648606.png,2025-02-17 13:08:57+00:00,"What Robert F. Kennedy Jr might do with his newfound influence over US science. Plus, life-like enzymes designed from scratch can accelerate a four-step reaction.

Hello Nature readers, would you like...",academia,Graham,Yes,Real,Images\image_421.png
Help for a sinus infection,https://scx2.b-cdn.net/gfx/news/hires/2023/runny-nose.jpg,2025-02-17 13:01:39+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","lifestyle, health",Mayo Clinic News Network,Yes,Real,Images\image_423.jpg
So it begins: Robert F. Kennedy Jr. is confirmed as HHS Secretary and immediately starts dismantling US federal science infrastructure,https://sciencebasedmedicine.org/wp-content/uploads/2025/02/SoItBegins.jpg,2025-02-17 08:00:00+00:00,"The nightmare has come true. Robert F. Kennedy Jr. has been confirmed as HHS Secretary and didn't wait long to start dismantling federal science and health programs. The White House even formed a ""MAH",science,David Gorski,Yes,Fake,Images\image_434.jpg
"It took 50 years of hard work to build Taiwan chip industry, says tech boss.",https://static.electronicsweekly.com/wp-content/uploads/2020/01/03113812/tsmc-300x286.jpg,2025-02-17 06:21:10+00:00,"Taiwan’s success in the chip industry did not happen for no reason - it took 50 years of hard work, says Wu Cheng-wen, head of Taiwan’s National Science",industry,David Manners,Yes,Real,Images\image_435.jpg
"Reintroducing wolves to Scottish Highlands could help address climate emergency, study suggests",https://scx2.b-cdn.net/gfx/news/hires/2024/scottish-highlands.jpg,2025-02-17 05:10:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,University Of Leeds,Yes,Real,Images\image_436.jpg
"Near-complete skull discovery reveals 'top apex,' leopard-sized carnivore",https://scx2.b-cdn.net/gfx/news/hires/2025/near-complete-skull-di.jpg,2025-02-17 05:00:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Artwork of how Bas...",science,Taylor,Yes,Real,Images\image_437.jpg
The Science of Evaluating Foundation Models,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-17 05:00:00+00:00,"The emergent phenomena of large foundation models have revolutionized natural language processing. However, evaluating these models presents significant challenges due to their size, capabilities, and deployment across diverse applications. Existing literature often focuses on individual aspects, su...","academic, CS, AI","Hu, Xia",No,Real,Images\image_438.png
"ROSEN, NATIONAL TRIAL LAWYERS, Encourages Integral Ad Science Holding Corp. Investors to Secure Counsel Before Important Deadline in Securities Class Action - IAS",https://ml.globenewswire.com/Resource/Download/745335af-3a3a-4fb5-84c0-fdedc9adf092,2025-02-17 00:05:43+00:00,"NEW YORK, Feb. 16, 2025 (GLOBE NEWSWIRE) -- WHY: Rosen Law Firm, a global investor rights law firm, reminds purchasers of common stock of Integral Ad...",company,The Rosen Law Firm PA,Yes,Real,Images\image_439.jpg
Milwaukee teacher recognized as Wisconsin Ag Teacher of the Year,https://s7d2.scene7.com/is/image/TWCNews/WI_AG_TEACHER_OF_THE_YEAR_2024,2025-02-16 16:00:00+00:00,Joshua Gonzalez is a second-grade teacher at the River Trail School of Agricultural Science.,"regional, wisconsin",Phillip Boudreaux,Yes,Real,Images\image_440.jpg
"Is AI making us stupider? Maybe, according to one of the world's biggest AI companies",https://scx2.b-cdn.net/gfx/news/hires/2023/confused-by-computer.jpg,2025-02-16 15:50:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Andrea Pia...",science,Deborah Brown,Yes,Real,Images\image_441.jpg
The scent of the mummy. Research discovers ancient Egyptian remains smell nice,https://scx2.b-cdn.net/gfx/news/hires/2025/the-scent-of-the-mummy.jpg,2025-02-16 15:00:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

In this undated ph...",science,Brian Melley,Yes,Real,Images\image_444.jpg
Why is it so hard to go to bed? Maybe science has the answer | Emma Beddington,https://i.guim.co.uk/img/media/c36cf85c2e2cd1f79fc19c2567a6f73540b29bcf/0_224_6720_4032/master/6720.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&s=ecedc98f682e41c1f502beebcb31a3b3,2025-02-16 11:00:06+00:00,"I’m an intractable bedtime procrastinator. Why do the sensible thing when I can just lie on the couch, phone in hand, however exhausted I am?",science,Emma Beddington,Yes,Real,Images\image_449.jpg
"The Fed has pulled 'a rabbit out of a hat,' strategist says",https://s.yimg.com/ny/api/res/1.2/WWvlZFksQtcQJLU.Y8rv5w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2025-02/20482600-f094-11ef-ba7b-254f0bef4264,2025-02-21 21:03:42+00:00,"Roth Capital Partners Chief Economist and Macro Strategist Michael Darda shares his outlook on inflation and Federal Reserve policy on Market Domination. Darda characterizes the current stock market (^DJI, ^IXIC, ^GSPC) weakness as ""a very minor pullback"" following two years of ""totally uninterrupte...",general,Julie Hyman,Yes,Real,Images\image_453.jpg
"Trump, DOGE mass job cuts: Federal workers’ money questions answered",https://image.cnbcfm.com/api/v1/image/108102828-1739554288114-gettyimages-2199641798-_d6a1603_g9mhwyuo.jpeg?v=1739554331&w=1920&h=1080,2025-02-21 19:22:02+00:00,The Trump administration is terminating federal workers across agencies. Here’s what to know about your rights and finances if you were impacted by the cuts.,general,"Annie Nova,Lorie Konish,Greg Iacurci,Ana Teresa Solá",Yes,Real,
"Mortgage and refinance rates today, February 21, 2025: The 30-year rate falls 11 basis points in a month",https://s.yimg.com/ny/api/res/1.2/pkSpSwDGDZC8Ol_scXouEA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2024-04/c36fbdb0-0289-11ef-be8f-4e0451f1fa09,2025-02-21 11:00:49+00:00,"These are today's mortgage and refinance rates. Interest rates are down a little this month, but overall, they're holding steady. Lock in your rate today.",general,Laura Grace Tarpley,Yes,Real,Images\image_455.jpg
Japan Finance Minister Kato Warns Higher Bond Yields May Strain Finances,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/ihdwNHoXQgcE/v0/1200x800.jpg,2025-02-21 00:57:02+00:00,"Rising government bond yields may strain Japan’s already tight finances, the nation’s finance minister warned, after the 10-year benchmark yield hit its highest level in 15 years.",general,Unknown,Yes,Real,Images\image_456.jpg
Carlyle (CG) COO Lindsay LoBue Touts Asset-Based Finance as Next Frontier,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/irdR2JeiZwog/v0/1200x800.jpg,2025-02-21 00:53:47+00:00,"Carlyle Group Inc. is looking to asset-based finance as its next big growth opportunity, Chief Operating Officer Lindsay LoBue said at a  New Voices event in New York on Thursday.",general,Unknown,Yes,Real,Images\image_457.jpg
"OpenAI CFO talks possibility of going public, says Musk bid isn't a distraction",https://image.cnbcfm.com/api/v1/image/105621188-1544547249311img_7672.jpg?v=1718047852&w=1920&h=1080,2025-02-20 15:56:10+00:00,"The interview with finance chief Sarah Friar comes during a pivotal time, with the startup reportedly in talks to close a $40 billion investment from SoftBank.",general,Samantha Subin,Yes,Real,
Huge data leak exposes 14 million customer shipping records,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/02/1024/512/1-huge-data-leak-exposes-14-million-customer-shipping-records-intro.jpg?ve=1&tl=1,2025-02-20 15:00:33+00:00,"No industry is safe from data breaches. Over the past few months alone, we've seen security incidents hit almost every sector, including healthcare, finance and tech. Now, the shipping industry has joined the list, with a major global shipper that works with Amazon, eBay and Shopify exposing 14 mill...",general,Fox News,Yes,Real,Images\image_459.jpg
South Africa Budget Unraveled After a Key Detail Was Kept Secret,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i4WO9oRTefuo/v1/1200x800.jpg,2025-02-20 08:11:30+00:00,"South African Finance Minister Enoch Godongwana presented highlights of his upcoming budget to colleagues two weeks ago, but skipped a crucial detail to stop it from leaking — triggering a major fallout in the nation’s coalition government.",general,Unknown,Yes,Real,Images\image_460.jpg
"BNP, Santander, Barclays (BARC LN) Rank as Best on Financed CO2 Emissions",https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iap_7VRBDX8o/v1/1200x800.jpg,2025-02-19 20:00:00+00:00,"BNP Paribas SA, Banco Santander SA and Barclays Plc stand out as the best among banks in terms of their current and forecast financed CO2 emissions, according to analysts at  Intelligence.",general,Unknown,Yes,Real,Images\image_462.jpg
Billionaires Court Saudi Wealth at Miami Event With Trump’s Help,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iMhkQkDqbyW8/v1/1200x800.jpg,2025-02-19 14:01:36+00:00,"President Donald Trump plans to take the stage in Miami Beach on Wednesday to address captains of finance and tech, as well as the event’s host: Saudi Arabia’s mammoth sovereign wealth fund.",general,Unknown,Yes,Real,Images\image_463.jpg
MSU Denver’s new Affordable Housing Institute professionalizes an industry to beef up workforce,https://www.denverpost.com/wp-content/uploads/2024/09/TDP-L-MEASURE2R_588.jpg?w=640,2025-02-19 13:00:29+00:00,"The program is intended to equip students with practical skills in affordable housing finance, property management and resident services.",general,Elizabeth Hernandez,Yes,Real,Images\image_465.jpg
DigitFT to Offer Tokenized Version of $6.3 Billion Invesco Fund,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iQ03SAZjPIgE/v0/1200x800.jpg,2025-02-19 00:00:00+00:00,"Singaporean blockchain platform DigitFT will offer a tokenized version of a $6.3 billion Invesco private credit fund, the latest example of blurring lines between the finance and crypto worlds.",general,Unknown,Yes,Real,Images\image_467.jpg
South Africa Budget Under Added Scrutiny Given Trump Aid Tensions,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iz7X3tCSzZaQ/v1/1200x800.jpg,2025-02-19 00:00:00+00:00,South Africa’s finance minister is under pressure to chart an economic course that navigates the hazards unleashed by Donald Trump’s trade war.,general,Unknown,Yes,Real,Images\image_468.jpg
JPMorgan CEO Jamie Dimon criticizes select DEI spending,https://s.yimg.com/ny/api/res/1.2/iOxYKCfkmBhPupnwKyibhw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2025-02/b8f909d0-ee39-11ef-9aff-34cb33600cc1,2025-02-18 20:55:24+00:00,"In leaked audio, JPMorgan Chase & Co. (JPM) CEO Jamie Dimon weighed in on the bank's diversity, equity, and inclusion (DEI) initiatives, considering certain programs to be wasteful spending. The major bank went on to omit any reference to DEI practices in its annual 10-K filing for 2024. Yahoo Finan...",general,Yahoo Finance,Yes,Real,Images\image_469.jpg
"Mortgage and refinance rates today, February 18, 2024: 30-year rate down 15 basis points this year",https://s.yimg.com/ny/api/res/1.2/Y2tfJtD0oUt6xTTdKawkhA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2024-04/700e25a0-fb43-11ee-be6b-a40c5cf2631a,2025-02-18 11:00:07+00:00,These are today's mortgage and refinance rates. Interest rates have decreased since the beginning of 2025. Lock in your rate today.,general,Laura Grace Tarpley,Yes,Fake,Images\image_471.jpg
"Bernie Sanders Warns: If Elon Musk Can Fire Hundreds Of Thousands Of Federal Employees, Imagine What He'll Do To Private Sector Workers",https://media.zenfs.com/en/Benzinga/aa6c5f416bfdbe90913616b222e2e882,2025-02-22 17:00:18+00:00,"Bernie Sanders (I-VT) has a warning for workers across America: If Elon Musk can fire hundreds of thousands of federal employees without cause, private sector workers could be next. Billionaire Power and Its Consequences In a recent post on X, Sanders put it bluntly: “Today, it's federal workers. To...",general,Adrian Volenik,Yes,Real,Images\image_474.jpg
"5 Comedy Specials to Watch: Josh Johnson, Rosebud Baker and More",https://static01.nyt.com/images/2025/02/22/multimedia/22comedy-hjbl/22comedy-hjbl-facebookJumbo.jpg,2025-02-22 10:01:43+00:00,"Stand-up shows from Josh Johnson, Rosebud Baker, Craig Ferguson and others investigate Kendrick Lamar’s halftime show, motherhood and the politics of dumplings.",general,Jason Zinoman,Yes,Real,Images\image_476.jpg
Fox News Politics Newsletter: Outside the Maine-stream,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/02/1024/512/gettyimages-2197258245.jpg?ve=1&tl=1,2025-02-21 23:44:38+00:00,"Welcome to the Fox News Politics newsletter with the latest updates on the Trump administration, Capitol Hill and more Fox News politics content.",general,Fox News,Yes,Real,Images\image_477.jpg
Brooks and Capehart on Republicans facing backlash over federal cuts,https://d3i6fh83elv35t.cloudfront.net/static/2025/02/brooksandcapehart-1024x580.jpg,2025-02-21 23:30:40+00:00,"New York Times columnist David Brooks and Washington Post associate editor Jonathan Capehart join Geoff Bennett to discuss the week in politics, including fresh tensions between the U.S. and Ukraine, town hall backlash to major cuts to the federal workforce and how inflation could sink Republicans.",general,Ian Couzens,Yes,Real,Images\image_478.jpg
Actor Robert Davi 'concerned' he won't get the call for 'Goonies 2' because of his conservative views,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2024/05/1024/512/ROBERT-DAVI-CALIFORNIA-PREMIERE.jpg?ve=1&tl=1,2025-02-21 10:00:40+00:00,"EXCLUSIVE — When ""Goonies"" actor Robert Davi was asked about the sequel to the cult 1980s classic, he shared some concerns about whether he was going to get the call to revive his character Jake Fratelli.The 1985 adventure comedy, which follows a group of kids who discover a map to hidden treasure, ...",general,Fox News,Yes,Real,Images\image_479.jpg
Former ‘Squad’ members launching ‘Bowman and Bush’ YouTube show,https://thehill.com/wp-content/uploads/sites/2/2024/06/AIPAC_070124_Photo_Getty.png?strip=1&w=640,2025-02-21 02:35:17+00:00,"Former Reps. Cori Bush (D-Mo.) and Jamaal Bowman (D-N.Y.) are launching a YouTube show, according to a Thursday post from Bush on her Instagram.
""I'm beyond excited to announce the launch of our brand new monthly show, Bowman and Bush, exclusively on Zeteo!"" Bush said in her post, referencing progre...",general,Tara Suter,Yes,Real,Images\image_481.png
Asking Eric: Friend complains about politics but does nothing,https://www.denverpost.com/wp-content/uploads/2024/06/hd1-Eric_Thomas.jpg?w=640,2025-02-20 11:30:18+00:00,“I know confronting her with what I see is her own hypocrisy won’t go over well.”,general,Joe Nguyen,Yes,Real,Images\image_482.jpg
James Carville says Stephen A Smith doesn't 'know his a-- from a hole in the ground' when it comes to politics,https://static.foxnews.com/foxnews.com/content/uploads/2025/02/james-carville-criticizes-stephen-a-smith.png,2025-02-20 02:30:04+00:00,"Longtime Democratic strategist James Carville blasted sports commentator Stephen A. Smith, warning him against making a ""fool"" of himself by talking about politics.

The ESPN host recently rejected th...",general,Alexander Hall,Yes,Real,Images\image_483.png
The Memo: Trump roils New York with Adams drama,https://thehill.com/wp-content/uploads/sites/2/2025/02/adams_trump_hochul_AP.jpg?strip=1&w=640,2025-02-20 00:34:30+00:00,President Trump is roiling the politics of his native city — and the drama isn’t over yet. A federal judge on Wednesday reserved judgment on whether he would accede to a massively controversial req…,general,Niall Stanage,Yes,Real,Images\image_484.jpg
Fox News Politics Newsletter: ‘Open the Books’ on Biden's Billions,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2024/06/1024/512/biden-border.jpg?ve=1&tl=1,2025-02-18 22:27:47+00:00,"Welcome to the Fox News Politics newsletter with the latest updates on the Trump administration, Capitol Hill and more Fox News politics content.Here's what's happening…-Trump greenlights some pro-immigrant moves amid broader anti-migrant crackdown-Department of Education cancels another $350M in 'w...",general,Fox News,Yes,Real,Images\image_485.jpg
John Dickerson on admiration for George Washington and its effect on modern-day politics,https://assets3.cbsnewsstatic.com/hub/i/r/2025/02/18/883f0b00-dcd1-4ba1-88a7-55bbe303c110/thumbnail/1200x630/745fff184e7de742cb7fcbb828b0934b/cbsn-fusion-john-dickerson-on-admiration-for-george-washington-and-its-effect-on-modern-day-politics-thumbnail.jpg?v=db3d87ba7bf4d4ff13b65eabcf0d9bea,2025-02-18 01:49:00+00:00,"It's Presidents Day, the holiday that started in honor of George Washington -- the president with an enormous birthday candle on the Mall. But do we revere the father of our country too much? It was a question from the very birth of the presidency. John Dickerson discusses.",general,CBS News,Yes,Real,Images\image_488.jpg
Accessibility Is Taking a Hit Across the Sciences,https://static01.nyt.com/images/2025/02/22/multimedia/22TRUMP-DISABILITY-cfvz/22TRUMP-DISABILITY-cfvz-facebookJumbo.jpg,2025-02-22 10:01:38+00:00,Confusion has ensued about the future of programs and research supporting people with disabilities as a result of President Trump’s executive order.,general,Katrina Miller,Yes,Real,Images\image_493.jpg
The Assault on Science and Health: Sometimes It's Personal,https://static01.nyt.com/images/2025/02/12/multimedia/12DC-NIH-CUTS-print-fjhc/12DC-NIH-CUTS-print-fjhc-facebookJumbo.jpg,2025-02-20 20:05:02+00:00,"To the Editor:

Re “Deep Cuts to Medical Research Funds Could Hobble University Budgets” (news article, Feb. 9):

I have watched President Trump issue a flurry of executive orders with growing alarm, ...",general,nytimes,No,Real,Images\image_494.jpg
Exoplanet with iron rain has violent winds 'like something out of science fiction',https://s.yimg.com/ny/api/res/1.2/bYhSJWMJVIaUBpsEhv1XQg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/space_311/58256583292f83d359e9e202bee06e85,2025-02-18 16:00:00+00:00,Astronomers have discovered a powerful jet stream raging through the atmosphere of an ultra-hot Jupiter exoplanet ravaged by liquid iron rains.,general,Robert Lea,Yes,Real,Images\image_496.jpg
Censored Science Can't Save Lives,https://static01.nyt.com/images/2025/02/10/opinion/10alladina-hardin-rabin-img/10alladina-hardin-rabin-img-facebookJumbo.jpg,2025-02-18 10:00:53+00:00,Censoring research on how to deliver treatments to those most in need isn’t just nonsensical — it puts lives at risk and undermines America’s leadership in medical innovation. Progress cannot occur if...,general,Jehan Alladina,Yes,Real,Images\image_497.jpg
An Iowa college gets a $10 million gift from the estate trust of a famous alum,https://media.zenfs.com/en/the-des-moines-register/90a4aa70609ef1ef96c2e0278bb1b061,2025-02-17 22:02:16+00:00,"Among other things, a $10 million gift from a tech icon alumni will allow an Iowa school to establish an endowed computer science chair",general,Des Moines Register,Yes,Real,Images\image_498.jpg
Students say they will leave Ohio if lawmakers go forward with massive higher education overhaul,https://media.zenfs.com/en/ohio_capital_journal_articles_828/1d2aec4e388db2d5d3ee76b86485e58f,2025-02-17 10:00:11+00:00,"Where 16-year-old Michelle Huang goes to college hinges largely on what happens with a massive, controversial higher education bill that the Ohio Senate recently passed. Huang, a junior at Olentangy Liberty High School in Delaware County, said she always imagined herself going to Ohio State Universi...",general,Megan Henry,Yes,Real,Images\image_499.jpg
This New Algorithm for Sorting Books or Files Is Close to Perfection,"https://media.wired.com/photos/67a37fad81ee88784f01942a/191:100/w_1280,c_limit/LibrarySortingProblem-crKristinaArmitage-Lede.mp4",2025-02-16 12:00:00+00:00,The library sorting problem is used across computer science for organizing far more than just books. A new solution is less than a page-width away from the theoretical ideal.,general,Steve Nadis,Yes,Real,
